序号,变量名,数据类型,隐藏初始值,初始值,掉电保持,网络公开,注释,软元件地址,
,ST_stSeatSettings.arPosition[0],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[1],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[2],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[3],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[4],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[5],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[6],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[7],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[8],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[9],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[10],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[11],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[12],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[13],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[14],REAL,,0.000000,,,,,
,ST_stSeatSettings.arPosition[15],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity,REAL[16],,...,,,"(* 速度数组：对应每段运动的速度       与 arPosition 一一对应       单位：用户单位/秒 *)",,
,ST_stSeatSettings.arVelocity[0],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[1],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[2],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[3],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[4],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[5],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[6],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[7],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[8],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[9],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[10],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[11],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[12],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[13],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[14],REAL,,0.000000,,,,,
,ST_stSeatSettings.arVelocity[15],REAL,,0.000000,,,,,
,ST_stSeatSettings.rAcc,REAL,,0.000000,,,"(* 加速度：运动加速阶段的加速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,ST_stSeatSettings.rDec,REAL,,0.000000,,,"  (* 减速度：运动减速阶段的减速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,ST_stSeatSettings.rInitialPosition,REAL,,0.000000,,,"初始位置：运动开始前的参考位置       用于某些需要回原点的场景       单位：用户单位",,
,ST_stSeatSettings.rReserved,REAL,,0.000000,,,,,
,ST_stSeatSettings.iVelocityMode,INT,,0,,,"速度切换模式 (* 速度模式：       0 = 各段使用独立速度（arVelocity 数组）       1 = 所有段使用 arVelocity[0] 的速度 *)",,
,ST_stSeatSettings.iCycleModeLen,INT,,0,,," 方向数组有效长度：abCycleMode 的有效元素个数       范围：1 ~ 16       例如 iCycleModeLen=2 时，方向按 [0,1,0,1...] 循环",,
,ST_stSeatSettings.iCycleCount,INT,,0,,,"循环次数：该轴独立的循环次数设置       -1 = 使用 Stru_工作参数.iCycleCount 全局值       ≥0 = 使用此独立值       一次循环 = 执行完 arPosition 全部段",,
,ST_stSeatSettings.iSignalMode,INT,,0,,,"信号模式：该轴独立的信号触发模式       -1 = 使用 Stru_工作参数.iSignalMode 全局值       0  = 点动模式：每次循环都需要信号触发       1  = 连动模式：首次需要信号，后续自动执行",,
,ST_stSeatSettings.iSegmentCount,INT,,0,,,"运动段数：arPosition/arVelocity 的有效元素个数       范围：1 ~ 16       ?? 必须 > 0，否则报错 1005",,
,ST_stSeatSettings.iPadInt,INT,,0,,,,,
,ST_stSeatSettings.bEnabled,BOOL,,OFF,,,"轴使能：是否启用此轴的往复运动       TRUE  = 启用，参与联动       FALSE = 禁用，不执行运动（用于 2 轴联动场景）",,
,ST_stSeatSettings.bOneWay,BOOL,,OFF,,,单向还是多向,,
,ST_stSeatSettings.abCycleMode,BOOL[16],,...,,,"方向模式数组：定义每个循环周期的方向       FALSE = 正向（使用 arPosition 原值）       TRUE  = 反向（使用 -arPosition）       示例：[FALSE, TRUE] 表示第1次正向，第2次反",,
,ST_stSeatSettings.abCycleMode[0],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[1],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[2],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[3],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[4],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[5],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[6],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[7],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[8],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[9],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[10],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[11],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[12],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[13],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[14],BOOL,,OFF,,,,,
,ST_stSeatSettings.abCycleMode[15],BOOL,,OFF,,,,,
,ST_stSeatSettings.bPad0,BOOL,,OFF,,,,,
,ST_stSeatSettings.bPad1,BOOL,,OFF,,,,,
438,ST_stTriAxisParam,Stru_CondParams,,,,,,,
,ST_stTriAxisParam.SeatTwist,Stru_ReciprocationSettings,,...,,,座扭角轴配置,,
,ST_stTriAxisParam.SeatTwist.arPosition,REAL[16],,...,,,"位置数组    (* 位置数组：定义多段运动的目标位置       示例：[0, 100, 50, 150] 表示 4 段运动       - 第1段：当前位置 → 0       - 第2段：0 → 100       - 第3段：1",,
,ST_stTriAxisParam.SeatTwist.arPosition[0],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[1],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[2],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[3],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[4],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[5],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[6],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[7],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[8],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[9],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[10],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[11],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[12],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[13],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[14],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arPosition[15],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity,REAL[16],,...,,,"(* 速度数组：对应每段运动的速度       与 arPosition 一一对应       单位：用户单位/秒 *)",,
,ST_stTriAxisParam.SeatTwist.arVelocity[0],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[1],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[2],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[3],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[4],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[5],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[6],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[7],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[8],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[9],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[10],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[11],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[12],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[13],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[14],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.arVelocity[15],REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.rAcc,REAL,,0.000000,,,"(* 加速度：运动加速阶段的加速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,ST_stTriAxisParam.SeatTwist.rDec,REAL,,0.000000,,,"  (* 减速度：运动减速阶段的减速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,ST_stTriAxisParam.SeatTwist.rInitialPosition,REAL,,0.000000,,,"初始位置：运动开始前的参考位置       用于某些需要回原点的场景       单位：用户单位",,
,ST_stTriAxisParam.SeatTwist.rReserved,REAL,,0.000000,,,,,
,ST_stTriAxisParam.SeatTwist.iVelocityMode,INT,,0,,,"速度切换模式 (* 速度模式：       0 = 各段使用独立速度（arVelocity 数组）       1 = 所有段使用 arVelocity[0] 的速度 *)",,
,ST_stTriAxisParam.SeatTwist.iCycleModeLen,INT,,0,,," 方向数组有效长度：abCycleMode 的有效元素个数       范围：1 ~ 16       例如 iCycleModeLen=2 时，方向按 [0,1,0,1...] 循环",,
,ST_stTriAxisParam.SeatTwist.iCycleCount,INT,,0,,,"循环次数：该轴独立的循环次数设置       -1 = 使用 Stru_工作参数.iCycleCount 全局值       ≥0 = 使用此独立值       一次循环 = 执行完 arPosition 全部段",,
,ST_stTriAxisParam.SeatTwist.iSignalMode,INT,,0,,,"信号模式：该轴独立的信号触发模式       -1 = 使用 Stru_工作参数.iSignalMode 全局值       0  = 点动模式：每次循环都需要信号触发       1  = 连动模式：首次需要信号，后续自动执行",,
,ST_stTriAxisParam.SeatTwist.iSegmentCount,INT,,0,,,"运动段数：arPosition/arVelocity 的有效元素个数       范围：1 ~ 16       ?? 必须 > 0，否则报错 1005",,
,ST_stTriAxisParam.SeatTwist.iPadInt,INT,,0,,,,,
,ST_stTriAxisParam.SeatTwist.bEnabled,BOOL,,OFF,,,"轴使能：是否启用此轴的往复运动       TRUE  = 启用，参与联动       FALSE = 禁用，不执行运动（用于 2 轴联动场景）",,
,ST_stTriAxisParam.SeatTwist.bOneWay,BOOL,,OFF,,,单向还是多向,,
,ST_stTriAxisParam.SeatTwist.abCycleMode,BOOL[16],,...,,,"方向模式数组：定义每个循环周期的方向       FALSE = 正向（使用 arPosition 原值）       TRUE  = 反向（使用 -arPosition）       示例：[FALSE, TRUE] 表示第1次正向，第2次反",,
,ST_stTriAxisParam.SeatTwist.abCycleMode[0],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[1],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[2],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[3],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[4],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[5],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[6],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[7],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[8],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[9],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[10],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[11],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[12],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[13],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[14],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.abCycleMode[15],BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.bPad0,BOOL,,OFF,,,,,
,ST_stTriAxisParam.SeatTwist.bPad1,BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle,Stru_ReciprocationSettings,,...,,,腿角度轴配置,,
,ST_stTriAxisParam.LegAngle.arPosition,REAL[16],,...,,,"位置数组    (* 位置数组：定义多段运动的目标位置       示例：[0, 100, 50, 150] 表示 4 段运动       - 第1段：当前位置 → 0       - 第2段：0 → 100       - 第3段：1",,
,ST_stTriAxisParam.LegAngle.arPosition[0],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[1],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[2],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[3],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[4],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[5],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[6],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[7],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[8],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[9],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[10],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[11],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[12],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[13],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[14],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arPosition[15],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity,REAL[16],,...,,,"(* 速度数组：对应每段运动的速度       与 arPosition 一一对应       单位：用户单位/秒 *)",,
,ST_stTriAxisParam.LegAngle.arVelocity[0],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[1],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[2],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[3],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[4],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[5],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[6],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[7],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[8],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[9],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[10],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[11],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[12],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[13],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[14],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.arVelocity[15],REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.rAcc,REAL,,0.000000,,,"(* 加速度：运动加速阶段的加速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,ST_stTriAxisParam.LegAngle.rDec,REAL,,0.000000,,,"  (* 减速度：运动减速阶段的减速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,ST_stTriAxisParam.LegAngle.rInitialPosition,REAL,,0.000000,,,"初始位置：运动开始前的参考位置       用于某些需要回原点的场景       单位：用户单位",,
,ST_stTriAxisParam.LegAngle.rReserved,REAL,,0.000000,,,,,
,ST_stTriAxisParam.LegAngle.iVelocityMode,INT,,0,,,"速度切换模式 (* 速度模式：       0 = 各段使用独立速度（arVelocity 数组）       1 = 所有段使用 arVelocity[0] 的速度 *)",,
,ST_stTriAxisParam.LegAngle.iCycleModeLen,INT,,0,,," 方向数组有效长度：abCycleMode 的有效元素个数       范围：1 ~ 16       例如 iCycleModeLen=2 时，方向按 [0,1,0,1...] 循环",,
,ST_stTriAxisParam.LegAngle.iCycleCount,INT,,0,,,"循环次数：该轴独立的循环次数设置       -1 = 使用 Stru_工作参数.iCycleCount 全局值       ≥0 = 使用此独立值       一次循环 = 执行完 arPosition 全部段",,
,ST_stTriAxisParam.LegAngle.iSignalMode,INT,,0,,,"信号模式：该轴独立的信号触发模式       -1 = 使用 Stru_工作参数.iSignalMode 全局值       0  = 点动模式：每次循环都需要信号触发       1  = 连动模式：首次需要信号，后续自动执行",,
,ST_stTriAxisParam.LegAngle.iSegmentCount,INT,,0,,,"运动段数：arPosition/arVelocity 的有效元素个数       范围：1 ~ 16       ?? 必须 > 0，否则报错 1005",,
,ST_stTriAxisParam.LegAngle.iPadInt,INT,,0,,,,,
,ST_stTriAxisParam.LegAngle.bEnabled,BOOL,,OFF,,,"轴使能：是否启用此轴的往复运动       TRUE  = 启用，参与联动       FALSE = 禁用，不执行运动（用于 2 轴联动场景）",,
,ST_stTriAxisParam.LegAngle.bOneWay,BOOL,,OFF,,,单向还是多向,,
,ST_stTriAxisParam.LegAngle.abCycleMode,BOOL[16],,...,,,"方向模式数组：定义每个循环周期的方向       FALSE = 正向（使用 arPosition 原值）       TRUE  = 反向（使用 -arPosition）       示例：[FALSE, TRUE] 表示第1次正向，第2次反",,
,ST_stTriAxisParam.LegAngle.abCycleMode[0],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[1],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[2],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[3],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[4],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[5],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[6],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[7],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[8],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[9],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[10],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[11],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[12],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[13],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[14],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.abCycleMode[15],BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.bPad0,BOOL,,OFF,,,,,
,ST_stTriAxisParam.LegAngle.bPad1,BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact,Stru_ReciprocationSettings,,...,,,"胸冲击轴配置       [0] = 胸背轴       [1] = 臀腿轴       [2] = 臀盘轴",,
,ST_stTriAxisParam.ChestImpact.arPosition,REAL[16],,...,,,"位置数组    (* 位置数组：定义多段运动的目标位置       示例：[0, 100, 50, 150] 表示 4 段运动       - 第1段：当前位置 → 0       - 第2段：0 → 100       - 第3段：1",,
,ST_stTriAxisParam.ChestImpact.arPosition[0],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[1],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[2],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[3],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[4],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[5],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[6],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[7],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[8],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[9],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[10],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[11],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[12],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[13],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[14],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arPosition[15],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity,REAL[16],,...,,,"(* 速度数组：对应每段运动的速度       与 arPosition 一一对应       单位：用户单位/秒 *)",,
,ST_stTriAxisParam.ChestImpact.arVelocity[0],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[1],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[2],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[3],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[4],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[5],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[6],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[7],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[8],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[9],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[10],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[11],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[12],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[13],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[14],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.arVelocity[15],REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.rAcc,REAL,,0.000000,,,"(* 加速度：运动加速阶段的加速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,ST_stTriAxisParam.ChestImpact.rDec,REAL,,0.000000,,,"  (* 减速度：运动减速阶段的减速度       ?? 必须 > 0，否则运动异常！       单位：用户单位/秒2 *)",,
,ST_stTriAxisParam.ChestImpact.rInitialPosition,REAL,,0.000000,,,"初始位置：运动开始前的参考位置       用于某些需要回原点的场景       单位：用户单位",,
,ST_stTriAxisParam.ChestImpact.rReserved,REAL,,0.000000,,,,,
,ST_stTriAxisParam.ChestImpact.iVelocityMode,INT,,0,,,"速度切换模式 (* 速度模式：       0 = 各段使用独立速度（arVelocity 数组）       1 = 所有段使用 arVelocity[0] 的速度 *)",,
,ST_stTriAxisParam.ChestImpact.iCycleModeLen,INT,,0,,," 方向数组有效长度：abCycleMode 的有效元素个数       范围：1 ~ 16       例如 iCycleModeLen=2 时，方向按 [0,1,0,1...] 循环",,
,ST_stTriAxisParam.ChestImpact.iCycleCount,INT,,0,,,"循环次数：该轴独立的循环次数设置       -1 = 使用 Stru_工作参数.iCycleCount 全局值       ≥0 = 使用此独立值       一次循环 = 执行完 arPosition 全部段",,
,ST_stTriAxisParam.ChestImpact.iSignalMode,INT,,0,,,"信号模式：该轴独立的信号触发模式       -1 = 使用 Stru_工作参数.iSignalMode 全局值       0  = 点动模式：每次循环都需要信号触发       1  = 连动模式：首次需要信号，后续自动执行",,
,ST_stTriAxisParam.ChestImpact.iSegmentCount,INT,,0,,,"运动段数：arPosition/arVelocity 的有效元素个数       范围：1 ~ 16       ?? 必须 > 0，否则报错 1005",,
,ST_stTriAxisParam.ChestImpact.iPadInt,INT,,0,,,,,
,ST_stTriAxisParam.ChestImpact.bEnabled,BOOL,,OFF,,,"轴使能：是否启用此轴的往复运动       TRUE  = 启用，参与联动       FALSE = 禁用，不执行运动（用于 2 轴联动场景）",,
,ST_stTriAxisParam.ChestImpact.bOneWay,BOOL,,OFF,,,单向还是多向,,
,ST_stTriAxisParam.ChestImpact.abCycleMode,BOOL[16],,...,,,"方向模式数组：定义每个循环周期的方向       FALSE = 正向（使用 arPosition 原值）       TRUE  = 反向（使用 -arPosition）       示例：[FALSE, TRUE] 表示第1次正向，第2次反",,
,ST_stTriAxisParam.ChestImpact.abCycleMode[0],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[1],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[2],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[3],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[4],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[5],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[6],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[7],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[8],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[9],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[10],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[11],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[12],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[13],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[14],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.abCycleMode[15],BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.bPad0,BOOL,,OFF,,,,,
,ST_stTriAxisParam.ChestImpact.bPad1,BOOL,,OFF,,,,,
,ST_stTriAxisParam.rPusherPos,REAL,,0.000000,,,"成角角度：设备成角机构的目标角度       用于成角阶段的控制       单位：度",,
,ST_stTriAxisParam.rPusherInitPos,REAL,,0.000000,,,尾板初始角度,,
,ST_stTriAxisParam.diBatchCount,DINT,,0,,,完整调理流程重复次数 (老化模式),,
,ST_stTriAxisParam.diBatchInterval,DINT,,0,,,"批次间隔时间 (ms, 老化模式)",,
,ST_stTriAxisParam.diTotalTimeout,DINT,,0,,,"总超时 (ms, 默认 300000)",,
,ST_stTriAxisParam.diConfirmTimeout,DINT,,0,,,"HMI 等待确认超时设置 (ms, <=0=禁用)",,
